"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"Brenda Atkinson, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;Routes To Global Culture","884 words"," Africa News","","",
"Brenda Atkinson, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;Ubuntu Unbundled","311 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Arts and Entertainment;Vusi Crushes The Corn","1069 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Arts and Entertainment;Northern Exposure","730 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Arts and Entertainment;Grandmother Of Soul","745 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Trade exposition set for Congo (K)","279 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Business and Finance;'We're Against Subsidies'","246 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Ban Rice Import, Cry Farmers","273 words"," Africa News","","",
"Davey Sakala (Column), Times of Zambia (Lusaka)","","","Sports - Soccer;Sport On","462 words"," Africa News","","",
"Richards Mwanza, Times of Zambia (Lusaka)","","","Sports - Soccer;Wanderers Turn To The Lord","369 words"," Africa News","","",
"Brenda Katongola, Times of Zambia (Lusaka)","","","Sports - Soccer;Three Zambians to Handle CAF Match","181 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Che Guevara Wins Zambia's Admiration","485 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Barclays Donates K1m For Children's Rights","130 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Central Africa;Kasama Refugees To Be Moved","181 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Lupunga On War Path","393 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Speakers' Bill Sails Second Reading","562 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Sata Scoffs At UNIP","466 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;MMD Polls Free For All","351 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Villagers Spurn Eviction Move","238 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Zambia;Non-Civil Servants Protest Over Delayed Payments","270 words"," Africa News","","",
"Goodson Machona, Post of Zambia (Lusaka)","","","Sports - Soccer;Power Goes For City","283 words"," Africa News","","",
"Goodson Machona, Post of Zambia (Lusaka)","","","Sports - Soccer;FAZ Budget Saga","310 words"," Africa News","","",
"Post of Zambia (Lusaka)","","","Zambia;Kabwe Shooting (Editorial)","724 words"," Africa News","","",
"Mulenga Makumya (Column), Post of Zambia (Lusaka)","","","Zambia;Seeing It My Way: Racing to State House Quietly","788 words"," Africa News","","",
"Mukalya Nampito, Post of Zambia (Lusaka)","","","Zambia;Wina Explains MMD Elections Problems","361 words"," Africa News","","",
"Mukalya Nampito, Post of Zambia (Lusaka)","","","Zambia;Wina Praises Kim Jong II","154 words"," Africa News","","",
"Dickson Jere and Masautso Phiri, Post of Zambia (Lusaka)","","","Zambia;IDEA Has No Capacity, Says Opposition Leader","684 words"," Africa News","","",
"Sheikh Chifuwe, Post of Zambia (Lusaka)","","","Zambia;Influx Of Refugees Has Affected Zambian Economy, Says Mulenga","462 words"," Africa News","","",
"Masautso Phiri, Post of Zambia (Lusaka)","","","Zambia;Chongwe Was Shot","752 words"," Africa News","","",
"Albert Ayiga Ondoga, New Vision (Kampala)","","","Business and Finance;Uganda: Cheers And Bulls At Okoro Handover","178 words"," Africa News","","",
"Lawrence Wamanga, New Vision (Kampala)","","","Business and Finance;Uganda Finance Committee Adjusts Pre-Shipment Threshold","194 words"," Africa News","","",
"Joyce Namutebi and Florence Alaro, New Vision (Kampala)","","","Business and Finance;Uganda: Masaba Defends Chamber","348 words"," Africa News","","",
"Lawrence Wamanga, New Vision (Kampala)","","","Business and Finance;Ugandan MPs Question Taxes On Casinos, Gold","252 words"," Africa News","","",
"John Kakande, New Vision (Kampala)","","","Business and Finance;Uganda: Nasasira Gives Celtel Bid Nod","216 words"," Africa News","","",
"Alfred Wasike, New Vision (Kampala)","","","Uganda;India, Uganda In Joint Venture","298 words"," Africa News","","",
"Michael Sentongo, New Vision (Kampala)","","","Business and Finance;Angry Suppliers Storm Ugachick For Arrears","352 words"," Africa News","","",
"David Musoke, New Vision (Kampala)","","","Business and Finance;Uganda: BAT Wins UMA Award Again","224 words"," Africa News","","",
"John B Nzinjah, New Vision (Kampala)","","","Uganda;Kagando Hospital Owed 75m/=","261 words"," Africa News","","",
"Richard Mutumba, New Vision (Kampala)","","","East Africa;Mkapa Hails Uganda","290 words"," Africa News","","",
"Vision Reporters, New Vision (Kampala)","","","Uganda;Kampala Quiet On 'Uhuru'","441 words"," Africa News","","",
"John Nzinjah, New Vision (Kampala)","","","Uganda;Kasese ADF Kill Teachers","215 words"," Africa News","","",
"Geoffrey Kamali, New Vision (Kampala)","","","Science and Health;Female Condom Excites Uganda Trade Fair","179 words"," Africa News","","",
"Vision Reporter, New Vision (Kampala)","","","Congo Brazzaville;Lissouba Expected","164 words"," Africa News","","",
"William Muwonge, New Vision (Kampala)","","","Sports - General;Juuko Retains Title","190 words"," Africa News","","",
"Richard Mutumba, New Vision (Kampala)","","","East Africa;Care For Civilians Delays War Ending","560 words"," Africa News","","",
"Chrispin Inambao, The Namibian (Windhoek)","","","Congo Brazzaville;Nujoma, Lissouba Meet 'Man To Man'","240 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;Poll Body Stays In Business But Takes A Hammering From DTA","633 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;PM Gets His 'State House' By The Sea","279 words"," Africa News","","",
"Chrispin Inambao, The Namibian (Windhoek)","","","Namibia;Plunder In Caprivi Government Buildings Being 'Stripped To Bone'","395 words"," Africa News","","",
"Tabby Moyo, The Namibian (Windhoek)","","","Business and Finance;Huge Interest In Namibia's Fish Quotas","229 words"," Africa News","","",
"Chrispin Inambao, The Namibian (Windhoek)","","","Namibia;'At Least 40 Women Seek Legal Abortions Each Month'","281 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;Amathila Says Rights Of Mothers 'Pre-Eminent'","254 words"," Africa News","","",
"Ethiopian News Agency","","","Africa-at-Large;Salim Urges Church Leaders To Work For Africa's Future","313 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;397,000 People Need Food Aid In North Gondar","160 words"," Africa News","","",
"Ethiopian News Agency","","","East Africa;Civil Aviation Initiative Meeting Opens","457 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;US Extends Loan Repayments To Ethiopia","232 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Austria To Help Jobless Women In Ethiopia","149 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Mac Namara Commends Ethiopia's Commitment To Fight Corruption","181 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;House Of Federation Approves Project Proposal","205 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Over 171,000 People In Need Of Relief Food","165 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Defense Lawyers Present Objections","212 words"," Africa News","","",
"Kisut G/Egziabher, Ethiopian News Agency","","","Ethiopia;ESDL Condemns Coup Attempt","410 words"," Africa News","","",
"Yeshitla Kokeb, Ethiopian News Agency","","","Ethiopia;New Currency Notes Ready For Circulation","394 words"," Africa News","","",
"Mohen Govender, Cape Argus (Cape Town)","","","Sports - Soccer;French 'ace' helps Bafana","624 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;The Cost Of Learning (Editorial)","302 words"," Africa News","","",
"Joseph Aranes, Cape Argus (Cape Town)","","","South Africa;Toefy Gives Himself Up","459 words"," Africa News","","",
"Hugh Roberton (Column), Cape Argus (Cape Town)","","","South Africa;Catch And Convict First - That's The Best Way To Beat Crime","721 words"," Africa News","","",
"Nolan Stain, Cape Argus (Cape Town)","","","Business and Finance;SA Wheat Duty Ban Lifted, But Price Leap Unlikely","274 words"," Africa News","","",
"Iain Macdonald, Cape Argus (Cape Town)","","","Arts and Entertainment;African Focus for Film Market","372 words"," Africa News","","",
"Charles Gurney (Column), Zimbabwe Independent (Harare)","","","Business and Finance;At The Market: Market Slips Further Into Depression","1130 words"," Africa News","","",
"Eric Bloch (Column), Zimbabwe Independent (Harare)","","","Business and Finance;Zimbabwe Investment Centre Deserves Greater Support","1193 words"," Africa News","","",
"Zimbabwe Independent (Harare)","","","Zimbabwe;The Press And Democracy -- Still Some Way To Go (Editorial)","861 words"," Africa News","","",
"Zimbabwe Independent(Harare)","","","Sports - General;Houghton Praises Cricket Team","358 words"," Africa News","","",
"Zimbabwe Independent(Harare)","","","Sports - General;Taekwondo Team For Cosata Tournament","308 words"," Africa News","","",
"Zimbabwe Independent (Harare)","","","Zimbabwe;Zimbabwe Independent Offices Burgled","206 words"," Africa News","","",
"Zimbabwe Independent (Harare)","","","Business and Finance;Zimbabwe: Merspin Listing To Be Delayed","388 words"," Africa News","","",
"Zimbabwe Independent (Harare)","","","Arts and Entertainment;MABC Struggles To Fill Airtime","285 words"," Africa News","","",
"Zimbabwe Independent (Harare)","","","Zimbabwe;IFC Injects $162 Million in UDC, Agflora, Sunfresh and Kubi","340 words"," Africa News","","",
"Zimbabwe Independent (Harare)","","","Arts and Entertainment;Zimbabwe Broadcasting To Extend TV Coverage","201 words"," Africa News","","",
"Zimbabwe Independent (Harare)","","","Business and Finance;SA/Zimbabwe Business Promotion Coming","322 words"," Africa News","","",
"Zimbabwe Independent (Harare)","","","Business and Finance;Zimbabwe Tax Dates Worry Economists","395 words"," Africa News","","",
"Zimbabwe Independent (Harare)","","","Business and Finance;Zimbabwe: Bard Acquisition Talks Advanced","562 words"," Africa News","","",
"Staff Writer, Zimbabwe Independent (Harare)","","","Zimbabwe;Grain Marketing Board Cuts Staff","206 words"," Africa News","","",
"Zimbabwe Independent (Harare)","","","Zimbabwe;Government Risks Losing $20m In Zvimba Project","427 words"," Africa News","","",
"Zimbabwe Independent (Harare)","","","Congo Kinshasa;Zimbabwe Boots Out Kabila Victims","798 words"," Africa News","","",
"Tamrat Bekele, Addis Tribune (Addis Ababa)","","","Ethiopia;Building Trust with the People","168 words"," Africa News","","",
"Our Economics Correspondent, Addis Tribune (Addis Ababa)","","","Ethiopia;No Safety-Net Assistance for Laid-off Public Employees","1191 words"," Africa News","","",
"Our Economics Correspondent, Addis Tribune (Addis Ababa)","","","Ethiopia;Links with Gulf States Should Be Major Development Strategy","1063 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;The Cost of Changing Ethiopia's Currency Notes","1473 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Africa-at-Large;Cleric Laments Human Rights Abuses in Africa","349 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Science and Health;US Medical Team Operates on Young Cardiac Patients","154 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;Belgium Appoints New Ambassador","177 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Arts and Entertainment;French Ballet Dancers at National Theatre","253 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Business and Finance;Addis Chamber of Commerce to Organise Trade Fair","131 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;American University of Ethiopia to Open in 1998","301 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;UK to Donate 5,000 MT of Food Aid","151 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Business and Finance;East African TeleCom Ministers, Experts to Discuss Internet","183 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Arts and Entertainment;Debebe Eshetu -- A Living Legend in Theatre","1291 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;Court Fines The Reporter for Contempt of Court","179 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Africa-at-Large;Poor States Need 160 Billion Dollars For More Food","319 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Africa-at-Large;PANA Privatized","304 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;Japanese Delegation Studies Investment Climate","230 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;Houses to Tackle Economy, Aid","305 words"," Africa News","","",
"Dr Richard Pankhurst, Addis Tribune (Addis Ababa)","","","Ethiopia;Ethiopia's Historic Quest for Medicine, 7","1539 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;Ethio-German Negotiations Progress","215 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Business and Finance;Ethiopian Airlines' To Kuwait and Daily to Europe","143 words"," Africa News","","",
