obsid	ucdpid	dyadid	side_a	acr	side_b	startdate	enddate	oldid	oldconfid	olddyadid	extraterritorial	rebpolwing	rebpolwinglegal	rebestimate	rebestlow	rebesthigh	rebstrength	centcontrol	strengthcent	mobcap	armsproc	fightcap	terrcont	terrname	effterrcont	conflicttype	transconstsupp	rebextpart	rebpresosts	presname	rebel.support	rtypesup	rsupname	gov.support	gtypesup	gsupname	govextpart	type.of.termination	victory.side	prevactive	prevact.ref	oldobsid
NSA.3.4-1210	141	632	Somalia	SOM	ARS/UIC	2006-01-01	2008-12-31	NA	NA	NA	0	explicit link	NA	1000	1000	1000	weaker	yes	low	moderate	NA	moderate	no	NA	NA	civil war	tacit	minor	extensive	Eritrea; Djibouti	explicit	military	Eritrea	explicit	military	Ethiopia	no	6.1	NA	0		NSA.3.3-1204
NSA.3.4-1213	141	770	Somalia	SOM	Al-Shabaab	2008-01-01	2011-12-31	NA	NA	NA	0	explicit link	NA	5000	2500	7500	parity	yes	moderate	moderate	moderate	moderate	yes	Much of southern and central Somalia, including much of Mogadishu	moderate	civil war	explicit	minor	some	Eritrea	explicit	military	Eritrea	explicit	military	Ethiopia	no	NA	NA	1	NSA.3.4-1207	NSA.3.3-1207
NSA.3.4-1216	141	771	Somalia	SOM	Harakat Ras Kamboni	2008-09-24	2008-12-31	NA	NA	NA	0	explicit link	NA	750	500	1000	weaker	yes	NA	moderate	NA	moderate	yes	Parts of southern Somalia	low	civil war	NA	no	no	no	no	NA	NA	explicit	military	Ethiopia	no	6.1	NA	1	NSA.3.4-1210,NSA.3.4-1213	NSA.3.3-1210
NSA.3.4-1219	141	804	Somalia	SOM	Hizbul-Islam	2009-03-17	2010-12-31	NA	NA	NA	0	explicit link	NA	2500	1000	4000	weaker	yes	low	moderate	NA	moderate	no	NA	NA	civil war	NA	no	no	no	explicit	military	Eritrea	explicit	military	Ethiopia	no	NA	NA	1	NSA.3.4-1210,NSA.3.4-1216	NSA.3.3-1213
NSA.3.4-1222	143	246	Iran	IRN	Mujahideen e Khalq	1979-01-01	1982-12-31	2440	2440.1	2440.1-1	0	explicit link	yes	4500	4500	15000	much weaker	yes	moderate	low	moderate	low	no	NA	NA	NA	no	no	extensive	Iraq	explicit	military	Iraq	no	NA		no	5	NA	0		NSA.3.3-1216
NSA.3.4-1225	143	246	Iran	IRN	Mujahideen e Khalq	1986-01-01	1993-12-31	2440	2440.3	2440.3-1	0	explicit link	yes	4500	4500	15000	much weaker	yes	moderate	low	moderate	low	no	NA	NA	NA	no	no	extensive	Iraq	explicit	military	Iraq	no	NA		no	5	NA	1	NSA.3.4-1222	NSA.3.3-1219
NSA.3.4-1228	143	246	Iran	IRN	Mujahideen e Khalq	1997-01-01	2001-12-31	2440	2440.4	2440.4-1	0	explicit link	yes	15000	4500	15000	much weaker	yes	moderate	low	moderate	low	no	NA	NA	NA	no	no	extensive	Iraq	explicit	military	Iraq	no	NA		no	5	NA	1	NSA.3.4-1222,NSA.3.4-1225	NSA.3.3-1222
NSA.3.4-1231	143	459	Iran	IRN	PJAK	2005-01-01	2011-12-31	NA	NA	NA	0	explicit link	no	1500	1500	1500	much weaker	yes	high	low	low	low	no	NA	NA	civil war	explicit	minor	no	NA	explicit	military	Turkey	no	NA	NA	no	5	NA	0		NSA.3.3-1225
NSA.3.4-1234	143	640	Iran	IRN	Jondullah	2006-01-01	2009-12-31	NA	NA	NA	0	no	NA	NA	NA	NA	much weaker	yes	moderate	low	low	low	no	NA	NA	civil war	no	no	no	NA	alleged	non-military	United States	no	NA	NA	no	5	NA	0		NSA.3.3-1228
NSA.3.4-1237	144	546	Iran	IRN	APCO	1979-10-03	1980-12-31	2450	2450	2450-1	0	no	NA	NA	NA	NA	weaker	yes	moderate	low	low	low	no	NA	NA	autonomy conflict	tacit	no	extensive	UK; Iraq	explicit	endorsement; alleged military	Iraq	no	NA		no	5	NA	0		NSA.3.3-1231
NSA.3.4-1240	145	548	Saudi Arabia	SAU	JSM	1979-11-20	1979-12-31	NA	NA	NA	0	no	NA	500	500	500	weaker	yes	high	NA	NA	NA	yes	Grand Mosque in Mecca	high	islamist	NA	NA	NA	NA	no	NA	NA	explicit	military	France	NA	4	1	0		NSA.3.3-1234
NSA.3.4-1243	146	93	Liberia	LBR	NPFL	1989-12-29	1990-09-10	2470	2470.2	2470.2-1	0	no	NA	10000	200	14000	much stronger	yes	moderate	moderate	moderate	moderate	yes	Parts of Western Liberia	moderate	civil war	no	no	extensive	Cote d'Ivoire; Burkina Faso; Libya	explicit	military	Cote d'Ivoire; Libya; Burkina Faso	explicit	troops	ECOMOG	no	5	NA	0		NSA.3.3-1237
NSA.3.4-1246	146	94	Liberia	LBR	INPFL	1990-09-09	1990-09-10	2470	2470.2	2470.2-3	0	no	NA	2200	400	4000	stronger	yes	moderate	low	moderate	moderate	yes	Parts of Central Monrovia	moderate	civil war	no	no	no		no	NA		explicit	troops	ECOMOG	no	5	NA	1	NSA.3.4-1243	NSA.3.3-1240
NSA.3.4-1249	146	95	Liberia	LBR	LURD	2000-05-31	2003-12-31	2470	2470.3	2470.3-1	0	no	NA	6500	3000	10000	weaker	yes	moderate	low	moderate	moderate	no	NA	NA	civil war	no	no	extensive	Guinea 	explicit	military	Guinea	no	NA		no	1	NA	0		NSA.3.3-1243
NSA.3.4-1252	146	352	Liberia	LBR	MODEL	2003-04-27	2003-12-31	NA	NA	NA	0	no	NA	3000	1000	5000	weaker	yes	moderate	low	low	low	yes	Parts of Western Liberia	moderate	civil war	no	no	no	NA	explicit	military	Cote D'Ivoire	no	NA	NA	no	1	NA	1	NSA.3.4-1249	NSA.3.3-1246
NSA.3.4-1255	146	525	Liberia	LBR	Military faction (forces of Samuel Doe)	1980-08-12	1980-08-12	2470	2470.1	2470.1-1	0	alleged link	no	NA	NA	NA	stronger	yes	high	moderate	moderate	moderate	no	NA	NA	coup d'etat	no	no	no		no	NA		no	NA		no	4	2	0		NSA.3.3-1249
NSA.3.4-1258	147	366	Spain	SPN	ETA	1978-10-22	1982-12-31	2480	2480.1	2480.1-1	0	explicit link	yes	550	50	3000	much weaker	yes	high	low	low	low	no	NA	NA	secessionist conflict	tacit	no	some	France	no	NA		explicit	non-military	France	no	5	NA	0		NSA.3.3-1252
NSA.3.4-1261	147	366	Spain	SPN	ETA	1985-12-23	1987-12-31	2480	2480.2	2480.2-1	0	explicit link	yes	550	50	3000	much weaker	yes	high	low	low	low	no	NA	NA	secessionist conflict	tacit	no	some	France	no	NA		explicit	non-military	France	no	5	NA	1	NSA.3.4-1258	NSA.3.3-1255
NSA.3.4-1264	147	366	Spain	SPN	ETA	1991-01-02	1992-10-25	2480	2480.3	2480.3-1	0	explicit link	yes	550	50	3000	much weaker	yes	high	low	low	low	no	NA	NA	secessionist conflict	tacit	no	some	France	no	NA		explicit	non-military	France	no	5	NA	1	NSA.3.4-1258,NSA.3.4-1261	NSA.3.3-1258
NSA.3.4-1267	148	551	Tunisia	TUN	Resistance Armee Tunisienne	1980-01-27	1980-01-27	2490	2490	2490-1	0	no	NA	175	50	300	weaker	yes	NA	low	moderate	moderate	no	NA	NA	civil war	no	no	extensive	Libya; Algeria	explicit	endorsement; alleged military	Libya	explicit	military	France	no	4	1	0		NSA.3.3-1261
NSA.3.4-1270	149	547	Gambia	GAM	SRLP	1981-07-30	1981-08-06	2500	2500	2500-1	0	explicit link	yes	NA	NA	NA	weaker	yes	moderate	moderate	moderate	moderate	no	NA	NA	coup d'etat	no	no	no		no	NA		explicit	troops	Senegal 	no	4	1	0		NSA.3.3-1264
NSA.3.4-1273	150	558	South Africa	SAF	ANC	1981-01-30	1988-12-31	2510	2510	2510-1	0	no	NA	10000	6000	10000	weaker	yes	high	high	low	low	no	NA	NA	civil war	tacit	no	extensive	Mozambique; various	explicit	military	USSR; Several African states	no	NA		no	1	NA	0		NSA.3.3-1267
NSA.3.4-1276	152	325	India	IND	PLA	1982-07-31	1988-12-31	2530	2530	2530-1	0	no	NA	550	500	600	much weaker	yes	moderate	low	low	low	no	NA	NA	secessionist conflict	no	no	extensive	Burma; Bangladesh 	alleged	military	Bangladesh; Pakistan	no	NA		no	5	NA	0		NSA.3.3-1270
NSA.3.4-1279	152	325	India	IND	PLA	1992-01-01	1998-12-31	NA	NA	NA	0	no	NA	550	500	600	much weaker	yes	moderate	low	low	low	no	NA	NA	secessionist conflict	no	no	no	NA	no	NA	NA	explicit	non-military	Myanmar	no	5	NA	1	NSA.3.4-1276	NSA.3.3-1273
NSA.3.4-1282	152	325	India	IND	PLA	2004-01-01	2006-12-31	NA	NA	NA	0	no	NA	550	500	600	much weaker	yes	moderate	low	low	low	no	NA	NA	secessionist conflict	no	no	no	NA	no	NA	NA	explicit	non-military	Myanmar	no	5	NA	1	NSA.3.4-1276,NSA.3.4-1279	NSA.3.3-1276
NSA.3.4-1285	152	336	India	IND	UNLF	1994-08-21	2009-12-31	2530	2530	2530-2	0	no	NA	650	500	800	much weaker	yes	moderate	low	low	low	no	NA	NA	secessionist conflict	no	no	extensive	Burma; Bangladesh 	alleged	military	Bangladesh; Pakistan	no	NA		no	5	NA	0		NSA.3.3-1279
NSA.3.4-1288	152	764	India	IND	KCP	2008-01-01	2009-12-31	NA	NA	NA	0	no	NA	285	100	370	much weaker	yes	moderate	low	low	low	no	NA	NA	secessionist conflict	no	no	no	NA	no	NA	NA	explicit	non-military	Myanmar	no	5	NA	0		NSA.3.3-1282
NSA.3.4-1291	152	766	India	IND	PREPAK	2008-01-01	2009-12-31	NA	NA	NA	0	no	NA	450	200	700	much weaker	yes	moderate	low	low	low	no	NA	NA	secessionist conflict	no	no	no	NA	no	NA	NA	explicit	non-military	Myanmar	no	5	NA	0		NSA.3.3-1285
NSA.3.4-1294	153	536	Kenya	KEN	Military faction (forces of Hezekiah Ochuka)	1982-08-01	1982-08-01	2540	2540	2540-1	0	no	NA	750	550	1000	weaker	yes	moderate	low	moderate	moderate	no	NA	NA	coup d'etat	no	no	no		no	NA		no	NA		no	4	1	0		NSA.3.3-1288
NSA.3.4-1297	156	387	India	IND	Sikh insurgents	1983-08-20	1993-12-31	2570	2570	2570-1	0	explicit link	yes	9000	9000	9000	much weaker	no	NA	moderate	low	low	no	NA	NA	secessionist conflict	explicit	no	some	Pakistan	alleged	military	Pakistan	no	NA		no	5	NA	0		NSA.3.3-1291
NSA.3.4-1300	157	243	Sri Lanka	SRI	LTTE	1984-09-10	1991-03-31	2580	2580	3/31/1991	0	no	NA	6000	2000	10000	weaker	yes	high	moderate	low	low	yes	Jaffna Peninsula	moderate	secessionist conflict	explicit	major	extensive	India	explicit	military	India/Tamil Nadhu	no	NA		no	NA	NA	0		NSA.3.3-1294
NSA.3.4-1303	157	243	Sri Lanka	SRI	LTTE	1991-04-01	2009-5-19	2580	2580	2580-1	0	no	NA	6000	2000	10000	weaker	yes	high	moderate	low	low	yes	Jaffna Peninsula	moderate	secessionist conflict	explicit	major	some	India	no	NA		no	NA		no	4	1	1	NSA.3.4-1300	NSA.3.3-1297
NSA.3.4-1306	157	526	Sri Lanka	SRI	TELO	1984-11-20	1985-12-31	NA	NA	2580-2	0	no	NA	NA	NA	NA	much weaker	yes	NA	low	low	low	no	NA	NA	secessionist conflict	explicit	NA	NA		no	NA		no	NA		no	5	NA	0		NSA.3.3-1300
NSA.3.4-1309	157	687	Sri Lanka	SRI	EPRLF	1985-05-04	1985-12-31	NA	NA	NA	0	explicit link	no	NA	NA	NA	much weaker	NA	NA	NA	NA	NA	no	NA	NA	NA	NA	NA	NA	NA	no	NA	NA	no	NA	NA	NA	5	NA	0		NSA.3.3-1303
NSA.3.4-1312	157	687	Sri Lanka	SRI	EPRLF	1989-1-1	1989-12-31	NA	NA	NA	0	explicit link	no	NA	NA	NA	much weaker	NA	NA	NA	NA	NA	no	NA	NA	NA	NA	NA	NA	NA	no	NA	NA	no	NA	NA	NA	5	NA	1	NSA.3.4-1309	NSA.3.3-1306
NSA.3.4-1315	158	539	Cameroon	CAO	Military faction (forces of Ibrahim Saleh)	1984-04-06	1984-04-09	2590	2590	2590-1	0	no	NA	500	500	500	weaker	yes	high	low	moderate	moderate	no	NA	NA	coup d'etat	no	no	no		no	NA		no	NA		no	4	1	0		NSA.3.3-1309
NSA.3.4-1318	158	692	Cameroon	CAO	UPC	1960-01-01	1961-01-01	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	0		NSA.3.3-1312
NSA.3.4-1321	159	333	Turkey	TUR	PKK/Kadek	1984-08-15	2011-12-31	2600	2600	2600-1	0	alleged link	yes	10000	300	12000	weaker	yes	moderate	low	low	low	no	NA	NA	secessionist conflict	explicit	major	extensive	Syria; Iran; Iraq; Greece	explicit	military	Syria; Greece; Iran	explicit	military	USA	no	NA	NA	0		NSA.3.3-1315
NSA.3.4-1324	162	559	Surinam	SUR	SLA/Jungle Commando	1987-10-12	1987-12-31	2630	2630	2630-1	0	no	NA	NA	NA	NA	weaker	yes	moderate	low	moderate	moderate	no	NA	NA	civil war	no	no	no		no	NA		no	NA		no	5	NA	0		NSA.3.3-1318
NSA.3.4-1327	163	471	Togo	TOG	MTD	1986-09-23	1986-09-24	2640	2640.1	2640.1-1	0	alleged link	no	60	60	60	weaker	yes	moderate	low	moderate	low	no	NA	NA	coup d'etat	no	no	some	Ghana	alleged	military	Ghana	explicit	troops	France	no	4	1	0		NSA.3.3-1321
NSA.3.4-1330	164	564	Yemen [South]	YEM	Yemenite Socialist Party - Abdul Fattah Ismail faction	1986-01-13	1986-01-23	2650	2650	2650-1	0	explicit link	yes	NA	NA	NA	stronger	yes	high	moderate	high	moderate	no	NA	NA	civil war	no	no	no		no	NA		no	NA		no	4	2	0		NSA.3.3-1324
NSA.3.4-1333	165	487	Burkina Faso	BFO	Popular Front	1987-10-15	1987-10-15	2660	2660	2660-1	0	explicit link	yes	NA	NA	NA	NA	yes	high	NA	moderate	moderate	no	NA	NA	coup d'etat	no	no	no		no	NA		no	NA		no	4	2	0		NSA.3.3-1327
NSA.3.4-1336	167	158	Comoros	COM	Presidential guard	1989-11-27	1989-11-29	2680	2680	2680-1	0	no	NA	500	300	700	parity	yes	high	low	high	moderate	no	NA	NA	coup d'etat	no	major	no		no	NA		explicit	non-military	France; South Africa	no	4	2	0		NSA.3.3-1330
NSA.3.4-1339	168	51	Ethiopia	ETH	ALF	1975-06-01	1976-12-31	2690	2690.1	2690.1-1	0	no	NA	NA	NA	NA	much weaker	yes	moderate	low	low	low	no	NA	NA	secessionist conflict	explicit	no	no		no	NA		no	NA		no	6	NA	0		NSA.3.3-1333
NSA.3.4-1342	168	52	Ethiopia	ETH	ARDUF	1996-04-26	1996-12-31	2690	2690.2	2690.2-1	0	NA	NA	NA	NA	NA	weaker	yes	low	low	low	low	no	NA	NA	secessionist conflict	explicit	major	extensive	Eritrea	no	NA		no	NA		no	5	NA	0		NSA.3.3-1336
NSA.3.4-1345	169	355	India	IND	Kashmir Insurgents	1989-12-11	2011-12-31	2700	2700	2700-1	0	no	NA	5000	300	10000	much weaker	no	NA	low	moderate	low	no	NA	NA	secessionist conflict	explicit	major	extensive	Pakistan	explicit	military	Pakistan	no	NA		no	NA	NA	0		NSA.3.3-1339
NSA.3.4-1348	170	296	India	IND	UFLA	1990-02-01	2009-12-31	2710	2710	2710-1	0	explicit link	no	4000	500	4000	much weaker	yes	low	moderate	low	low	yes	Parts of Assam	moderate	secessionist conflict	no	no	extensive	Burma; Bangladesh; Bhutan	alleged	military	Pakistan	explicit	military	Bhutan; Bangladesh; Burma	no	5	NA	0		NSA.3.3-1342
NSA.3.4-1351	171	347	Indonesia	INS	GAM	1989-05-31	1991-06-15	2720	2720.1	2720.1-1	0	no	NA	1100	200	2000	weaker	yes	high	moderate	low	low	yes	Aceh	low	secessionist conflict	no	no	some	Sweden	alleged	military	Libya	explicit	military	USA 	no	4	1	0		NSA.3.3-1345
NSA.3.4-1354	171	347	Indonesia	INS	GAM	1999-01-01	2005-10-12	2720	2720.2	2720.2-1	0	no	NA	14000	800	27000	weaker	yes	high	high	moderate	low	yes	Aceh	moderate	secessionist conflict	no	no	some	Sweden	alleged	military	Libya	explicit	military	USA 	no	1	NA	1	NSA.3.4-1351	NSA.3.3-1348
NSA.3.4-1357	172	461	Panama	PAN	Military faction (forces of Moisés Giroldi)	1989-10-03	1989-10-03	2740	2740	2740-1	0	no	NA	NA	NA	NA	weaker	yes	high	low	low	moderate	no	NA	NA	coup d'etat	no	no	no		explicit	non-military	USA	no	NA		no	4	1	0		NSA.3.3-1351
NSA.3.4-1360	174	337	Papua New Guinea	PNG	BRA	1989-01-01	1996-06-15	2760	2760	2760-1	0	no	NA	2000	30	20000	parity	yes	moderate	moderate	moderate	low	yes	Bougainville	moderate	secessionist conflict	tacit	no	some	Solomon Islands	explicit	non-military	Solomon Islands	explicit	military	Australia; Malaysia (non-military)	no	3	NA	0		NSA.3.3-1354
NSA.3.4-1363	175	357	Romania	RUM	National Salvation Front	1989-12-23	1989-12-25	2770	2770	2770-1	0	no	NA	NA	NA	NA	much stronger	no	NA	high	moderate	moderate	no	NA	NA	civil war	no	no	no		no	NA	 	no	NA		no	4	2	0		NSA.3.3-1357
NSA.3.4-1366	177	96	Mali	MLI	MPA	1990-06-01	1990-12-31	2790	2790.1	2790.1-1	0	no	NA	NA	NA	NA	weaker	no	NA	low	low	low	no	NA	NA	ethnic conflict	tacit	no	no		explicit	military	Libya	no	NA		no	1	NA	0		NSA.3.3-1360
NSA.3.4-1369	177	97	Mali	MLI	FIAA	1994-01-01	1994-12-31	2790	2790.2	2790.2-1	0	no	NA	NA	NA	NA	weaker	NA	NA	low	low	low	no	NA	NA	ethnic conflict	tacit	no	NA		alleged	military	Mauritania 	no	NA		no	5	NA	1	NSA.3.4-1366	NSA.3.3-1363
NSA.3.4-1372	177	650	Mali	MLI	ATNMC	2007-01-01	2009-12-31	NA	NA	NA	0	no	NA	165	NA	NA	much weaker	NA	NA	NA	NA	NA	no	NA	NA	NA	no	NA	NA	NA	no	NA	NA	no	NA	NA	NA	5	NA	0		NSA.3.3-1366
NSA.3.4-1375	178	111	Niger	NIR	CRA	1994-05-16	1994-10-09	2800	2800.1	2800.1-2	0	no	NA	NA	NA	NA	weaker	NA	NA	low	low	low	no	NA	NA	ethnic conflict	tacit	no	no		no	NA		explicit	military	France; China; Libya	no	1	NA	0		NSA.3.3-1369
NSA.3.4-1378	179	127	Rwanda	RWA	FPR	1990-10-01	1994-07-19	2810	2810.1	2810.1-1	0	no	NA	15000	3000	20000	stronger	yes	high	low	moderate	high	no	NA	NA	ethnic conflict	explicit	major	extensive	Uganda	explicit	military	Uganda	explicit	military	Belgium; France; South Africa	no	4	2	0		NSA.3.3-1372
NSA.3.4-1381	179	128	Rwanda	RWA	Opposition alliance	1997-05-25	2002-12-31	2810	2810.2	2810.2-1	0	explicit link	no	40000	10000	65000	weaker	yes	low	moderate	low	low	no	NA	NA	ethnic conflict	explicit	major	extensive	DRC; Kenya	explicit	military	DRC; allegedly Uganda, Tanzania, Kenya	explicit	non-military	USA	no	5	NA	0		NSA.3.3-1375
NSA.3.4-1384	179	828	Rwanda	RWA	FDLR	2009-01-20	2011-12-31	2810	2810.2	2810.2-1	0	explicit link	no	6500	6500	7000	weaker	yes	low	moderate	low	low	no	NA	NA	ethnic conflict	explicit	major	extensive	DRC	no	NA	NA	explicit	non-military	USA	no	NA	NA	1	NSA.3.4-1381	NSA.3.3-1378
NSA.3.4-1387	180	129	Senegal	SEN	MFDC	1990-09-01	2003-12-31	2820	2820	2820-1	0	no	NA	2000	300	4000	weaker	no	NA	moderate	low	low	yes	Casamance	low	secessionist conflict	no	no	extensive	Guinea-Bissau; Gambia	alleged	military	Mauritania; Gambia; Guinea-Bissau	explicit	military	USA; France	no	1	NA	0		NSA.3.3-1381
NSA.3.4-1390	181	370	Soviet Union	RUS	Government of Armenia and ANM	1990-01-01	1991-08-15	2830	2830	2830-1	0	no	NA	160000	160000	160000	parity	yes	high	high	moderate	moderate	yes	Republic of Armenia, Nagorno-Karabakh	high	secessionist conflict	tacit	no	no		no	NA		no	NA		no	6	NA	0		NSA.3.3-1384
NSA.3.4-1393	182	373	Soviet Union	RUS	Azerbaijani Popular Front	1990-01-19	1990-01-20	2840	2840	2840-1	0	explicit link	yes	NA	NA	NA	much weaker	yes	moderate	high	low	low	no	NA	NA	secessionist conflict	tacit	no	no		no	NA		no	NA		no	4	1	0		NSA.3.3-1387
NSA.3.4-1396	183	219	Trinidad and Tobago	TRI	Jamaat al-Muslimeen	1990-07-27	1990-08-01	2850	2850	2850-1	0	no	NA	250	250	250	weaker	yes	moderate	low	low	low	no	NA	NA	coup d'etat	no	no	no		alleged	non-military	Libya	explicit	non-military	Jamaica	no	4	1	0		NSA.3.3-1390
NSA.3.4-1399	184	43	Djibouti	DJI	FRUD	1991-11-12	1994-12-26	2860	2860	2860-1	0	explicit link	no	4500	4500	4500	parity	yes	moderate	moderate	moderate	moderate	yes	Parts of Northern Djibouti	moderate	ethnic conflict	tacit	no	no		no	NA		no	NA		no	1	NA	0		NSA.3.3-1393
NSA.3.4-1402	184	44	Djibouti	DJI	FRUD – AD	1997-09-30	1999-12-31	NA	NA	NA	0	explicit link	no	NA	NA	NA	weaker	yes	moderate	NA	NA	NA	NA	NA	NA	ethnic conflict	tacit	no	no	NA	alleged	military	Eritrea	explicit	military	France	no	1	NA	1	NSA.3.4-1399	NSA.3.3-1396
NSA.3.4-1405	185	239	Georgia	GRG	Anti-government alliance	1991-12-22	1992-01-15	2870	2870.1	2870.1-1	0	explicit link	yes	13500	13500	13500	parity	no	NA	moderate	moderate	moderate	no	NA	NA	civil war	no	no	no		no	NA		no	NA		no	4	2	0		NSA.3.3-1399
NSA.3.4-1408	185	289	Georgia	GRG	Zviadists	1992-03-16	1993-10-15	2870	2870.2	2870.2-1	0	no	NA	5750	1500	10000	weaker	yes	high	low	moderate	low	yes	Parts of Western Georgia	moderate	civil war	no	no	no		no	NA		no	NA		no	5	NA	0		NSA.3.3-1402
NSA.3.4-1411	186	244	Haiti	HAI	Military faction (forces of Himmler Rebu and Guy Francois)	1989-01-01	1989-12-31	NA	NA	NA	0	no	NA	450	450	450	weaker	yes	high	moderate	moderate	moderate	no	NA	NA	coup d'etat	no	no	no	NA	no	NA	NA	no	NA	NA	no	4	1	0		NSA.3.3-1405
NSA.3.4-1414	186	251	Haiti	HAI	Military faction (forces of Raol Cédras)	1991-09-30	1991-10-02	2880	2880	2880-1	0	no	NA	NA	NA	NA	stronger	yes	moderate	low	high	high	no	NA	NA	coup d'etat	no	no	no		no	NA		no	NA		no	4	2	0		NSA.3.3-1408
NSA.3.4-1417	186	440	Haiti	HAI	FLRN	2004-01-01	2004-2-29	NA	NA	NA	0	explicit link	yes	700	700	700	parity	yes	moderate	moderate	moderate	moderate	yes	parts of northern Haiti	moderate	civil war	no	no	no	NA	no	NA	NA	no	NA	NA	no	4	2	0		NSA.3.3-1411
NSA.3.4-1420	186	441	Haiti	HAI	OP Lavalas (Chimères)	2004-8-5	2004-12-31	NA	NA	NA	0	explicit link	yes	NA	NA	NA	weaker	yes	NA	low	low	low	no	NA	NA	civil war	no	no	no	NA	no	NA	NA	no	NA	NA	no	5	NA	0		NSA.3.3-1414
NSA.3.4-1423	187	130	Sierra Leone, United Kingdom	SIE	RUF	1991-03-23	1996-12-31	2890	2890	2890.1-1	0	explicit link	yes	5000	2000	15000	weaker	yes	moderate	low	moderate	moderate	yes	Southeastern Sierra Leone	low	civil war	no	major	extensive	Liberia	explicit	military	Liberia; possibly Burkina Faso, Libya	explicit	non-military	USA; UK; ECOWAS	no	NA	NA	0		NSA.3.3-1417
NSA.3.4-1426	187	130	Sierra Leone, United Kingdom	SIE	RUF	1997-01-01	2000-11-10	2890	2890	2890.1-1	0	explicit link	yes	5000	2000	15000	weaker	yes	moderate	low	moderate	moderate	yes	Southeastern Sierra Leone	low	civil war	no	no	extensive	Liberia	explicit	military	Liberia (military); Libya, Gambia, Burkina Faso  (non-military)	explicit	troops	ECOMOG; UK	no	1	NA	1	NSA.3.4-1423	NSA.3.3-1420
NSA.3.4-1429	187	131	Sierra Leone, United Kingdom	SIE	AFRC	1997-05-25	1999-12-31	2890	2890	2890.1-2	0	no	NA	8000	2000	14000	parity	yes	moderate	moderate	moderate	moderate	no	NA	NA	civil war	no	no	no		no	NA		explicit	troops	ECOMOG 	no	4	1	0		NSA.3.3-1423
NSA.3.4-1432	187	132	Sierra Leone, United Kingdom	SIE	Kamajors	1997-05-28	1998-12-31	2890	2890	2890.1-4	0	no	NA	23500	10000	37000	parity	yes	moderate	low	moderate	moderate	no	NA	NA	coup d'etat	no	no	no	.	no	NA	.	no	NA	.	no	5	NA	0		NSA.3.3-1426
NSA.3.4-1435	187	714	Sierra Leone	SIE	WSB	2000-01-01	2000-09-10	NA	NA	NA	0	no	NA	200	200	1000	much weaker	yes	low	low	low	low	no	NA	NA	civil war	no	no	no	NA	no	NA	NA	explicit	troops	UK	no	4	1	1	NSA.3.4-1429	NSA.3.3-1429
NSA.3.4-1438	188	330	Turkey	TUR	Devrimci Sol	1991-07-13	1992-10-07	2900	2900	2900-1	0	explicit link	NA	100	10	100	much weaker	yes	high	low	low	low	no	NA	NA	terrorist	no	minor	some	Lebanon; Syria; Greece	alleged	military	Syria; Greece	explicit	non-military	USA; Syria	no	5	NA	0		NSA.3.3-1432
NSA.3.4-1441	188	457	Turkey	TUR	MKP	2005-01-01	2005-12-31	NA	NA	NA	0	explicit link	no	500	200	1000	weaker	yes	moderate	low	low	moderate	no	NA	NA	communist rebellion	no	no	no	NA	no	NA	NA	no	NA	NA	no	5	NA	0		NSA.3.3-1435
NSA.3.4-1444	189	281	Yugoslavia	YUG	Republic of Slovenia	1991-06-27	1991-07-15	2910	2910	2910-1	0	explicit link	yes	50000	30000	70000	weaker	yes	high	high	moderate	moderate	yes	Republic of Slovenia	high	secessionist conflict	tacit	no	no		explicit	non-military	Germany	no	NA		no	2	NA	0		NSA.3.3-1438
NSA.3.4-1447	190	272	Yugoslavia	YUG	Republic of Croatia	1991-06-26	1991-12-15	2920	2920	2920-1	0	explicit link	yes	45000	30000	60000	weaker	yes	high	moderate	moderate	moderate	yes	Republic of Croatia	moderate	secessionist conflict	tacit	no	no		explicit	non-military	Germany	no	NA		no	6	NA	0		NSA.3.3-1441
NSA.3.4-1450	190	273	Yugoslavia	YUG	Croatian irregulars	1991-06-26	1991-12-15	2920	2920	2920-2	0	explicit link	yes	12500	10000	15000	much weaker	no	NA	moderate	low	low	no	NA	NA	secessionist conflict	NA	NA	NA		NA	NA	.	NA	NA		NA	6	NA	0		NSA.3.3-1444
NSA.3.4-1453	191	1	Algeria	ALG	FIS	1992-12-01	1997-10-01	2930	2930	2930-2	0	explicit link	yes	12500	10000	15000	weaker	yes	moderate	high	low	low	no	NA	NA	civil war	explicit	alleged	some	Morocco	alleged	military	Iran; Sudan	explicit	military	France; Egypt; Tunisia; Morocco	no	1	NA	0		NSA.3.3-1447
NSA.3.4-1456	191	2	Algeria	ALG	Exile and Redemption	1990-12-20	1991-12-31	2930	2930	2930-1	0	no	NA	NA	NA	NA	much weaker	NA	NA	moderate	low	low	no	NA	NA	civil war	tacit	no	no		no	NA		no	NA		no	5	NA	0		NSA.3.3-1450
