actorid,name data,name orig,name orig full,name orig fulleng,namechange,newname,newname full mt,newname fulleng,org,conflictid,dyadid,primary party,osid,osvcoalition,osvcoalitionid,nsid,nscoalition,nscoalitionid,splinter,name prev,actorid prev,split temp,name split temp,actorid split temp,alliance,name alliance,actorid alliance,join group,group name,actorid group,location,gwno loc,region
1568,Didinga,Didinga,Didinga,Didinga,0,,,,3,,,,,0,,2-46,0,,0,,,0,,,0,,,0,,,Sudan,625,4
1569,Bor Dinka,Bor Dinka,Bor Dinka,Bor Dinka,0,,,,3,,,,,0,,"2-356, 2-32",0,,0,,,0,,,0,,,0,,,"Sudan, South Sudan","625, 626",4
1570,Bi'idyahan subclan of Majerteen clan (Darod),Bi'idyahan subclan of Majerteen clan (Darod),,Bi'idyahan subclan of Majerteen clan (Darod),0,,,,3,,,,,0,,2-28,0,,0,,,0,,,0,,,0,,,Ethiopia,530,4
1571,Ismail subclan of Makahil clan (Darod),Ismail subclan of Makahil clan (Darod),,Ismail subclan of Makahil clan (Darod),0,,,,3,,,,,0,,2-28,0,,0,,,0,,,0,,,0,,,Ethiopia,530,4
1572,Majerteen subclan (Darod),Majerteen subclan (Darod),,Majerteen subclan (Darod),0,,,,3,,,,,0,,"2-115, 2-116",0,,0,,,0,,,0,,,0,,,Ethiopia,530,4
1573,Nyangatom ,Nyangatom ,Nyangatom ,Nyangatom ,0,,,,3,,,,,0,,"2-54, 2-127, 2-409, 2-441",1,553002,0,,,0,,,0,,,0,,,"Kenya, Ethiopia","501, 530",4
1574,Dassanetch,Dassanetch,Dassanetch,Dassanetch,0,,,,3,,,,,0,,"2-117, 2-430, 2-409",0,,0,,,0,,,0,,,0,,,"Kenya, Ethiopia","501, 530",4
1575,Mungiki,Mungiki,Mungiki,Mungiki,0,,,,1,,,,1575,0,,,0,,0,,,0,,,0,,,0,,,Kenya,501,4
1576,MPGK ,MPGK ,Mouvement Patriotique Ganda Koy,Patriotic Movement of the Ghanda Koye,0,,,,1,,,,1576,0,,,0,,0,,,0,,,0,,,0,,,Mali,432,4
1577,AN ,AN ,Alliance nationale ,National Alliance,0,,,,1,1-91,767,,,0,,,0,,0,,,0,,,0,,,0,,,Chad,483,4
1578,Al-Shabaab,Al-Shabaab,,Al-Shabaab,0,,,,1,1-141,770,,1578,0,,"2-363, 2-10, 2-350, 2-443",0,,1,ARS/UIC,1355,0,,,0,,,0,,,"Ethiopia, Somalia, Uganda, Kenya, Djibouti","530, 520, 500, 501, 522",4
1580,Popular Revolutionary Movement,Popular Revolutionary Movement,,Popular Revolutionary Movement,0,,,,1,1-1,462,,,0,,,0,,0,,,0,,,0,,,0,,,Bolivia,145,5
1581,MNR,MNR,Movimiento nacionalista revolucionario,National Revolutionary Movement,0,,,,1,1-1,463,,,0,,,0,,0,,,0,,,0,,,0,,,Bolivia,145,5
1582,ELN,ELN,Ejército de liberatión nacional,National Liberation Army,0,,,,1,1-1,464,,,0,,,0,,0,,,0,,,0,,,0,,,Bolivia,145,5
1583,"Opposition coalition (Febreristas, Liberals and Communists)","Opposition coalition (Febreristas, Liberals and Communists)",,"Opposition coalition (Febreristas, Liberals and Communists)",0,,,,1,1-22,673,,,0,,,0,,0,,,0,,,0,,,0,,,Paraguay,150,5
1584,Military faction (forces of Alfredo Stroessner),Military faction (forces of Alfredo Stroessner),,Military faction (forces of Alfredo Stroessner),0,,,,1,1-22,671,,,0,,,0,,0,,,0,,,0,,,0,,,Paraguay,150,5
1585,Military faction (forces of Andres Rodriguez),Military faction (forces of Andres Rodriguez),,Military faction (forces of Andres Rodriguez),0,,,,1,1-22,474,,,0,,,0,,0,,,0,,,0,,,0,,,Paraguay,150,5
1586,National Liberation Army,National Liberation Army,,National Liberation Army,0,,,,1,1-27,581,,,0,,,0,,0,,,0,,,0,,,0,,,Costa Rica,94,5
1587,Military faction,Military faction,,Military faction,0,,,,1,1-36,621,,,0,,,0,,0,,,0,,,0,,,0,,,Guatemala,90,5
1588,Forces of Carlos Castillo Armas,Forces of Carlos Castillo Armas,,Forces of Carlos Castillo Armas,0,,,,1,1-36,622,,,0,,,0,,0,,,0,,,0,,,0,,,Guatemala,90,5
1589,FAR I,FAR I,Fuerzas Armadas Rebeldes,Rebel Armed Forces,0,,,,1,1-36,624,,,0,,,0,,0,,,0,,,1,URNG,1593,0,,,Guatemala,90,5
1590,FAR II,FAR II,Fuerzas Armadas Revolucionarias,Revolutionary Armed Forces,0,,,,1,1-36,694,,,0,,,0,,0,,,0,,,0,,,0,,,Guatemala,90,5
1591,EGP,EGP,Ejército guerilleros de los pobres,Guerilla Army of the Poor,0,,,,1,1-36,625,,,0,,,0,,0,,,0,,,1,URNG,1593,0,,,Guatemala,90,5
1592,ORPA,ORPA,Organización revolucionaria del pueblo en armas,Revolultionary Organization of Armed People,0,,,,1,1-36,627,,,0,,,0,,0,,,0,,,1,URNG,1593,0,,,Guatemala,90,5
1593,URNG,URNG,Unidad Revolucionaria nacional guatemalteca,Guatemalan National Revolutionary Unity,0,,,,1,1-36,228,,,0,,,0,,0,,,0,,,0,,,0,,,Guatemala,90,5
1594,Puerto Rican Nationalist Party,Puerto Rican Nationalist Party,,Puerto Rican Nationalist Party,0,,,,1,1-41,698,,,0,,,0,,0,,,0,,,0,,,0,,,United States of America,2,5
1595,M-26-7,Cuban Revolution Movement (Fidelistas),,Cuban Revolution Movement (Fidelistas),1,M-26-7,"Movimiento 26, de Julio",26th of July Movement,1,1-45,600,,,0,,,0,,0,,,0,,,0,,,0,,,Cuba,40,5
1596,Cuban Revolutionary Council,Cuban Revolutionary Council,,Cuban Revolutionary Council,0,,,,1,1-45,602,,,0,,,0,,0,,,0,,,0,,,0,,,Cuba,40,5
1597,Military faction (forces of Eduardo A. Lonardi Doucet),Military faction (forces of Eduardo A. Lonardi Doucet),,Military faction (forces of Eduardo A. Lonardi Doucet),0,,,,1,1-50,590,,,0,,,0,,0,,,0,,,0,,,0,,,Argentina,160,5
1598,Military faction (colorados),Military faction (colorados),,Military faction (colorados),0,,,,1,1-50,592,,,0,,,0,,0,,,0,,,0,,,0,,,Argentina,160,5
1599,ERP,ERP,Ejército revolucionario del pueblo,People’s Revolutionary Army,0,,,,1,1-50,594,,,0,,,0,,0,,,0,,,0,,,0,,,Argentina,160,5
1600,Montoneros,Montoneros,Montoneros,Montoneros,0,,,,1,1-50,593,,,0,,,0,,0,,,0,,,0,,,0,,,Argentina,160,5
1601,Military faction (navy),Military faction (navy),,Military faction (navy),0,,,,1,1-80,672,,,0,,,0,,0,,,0,,,0,,,0,,,Venezuela,101,5
1602,Bandera Roja,Bandera Roja,Bandera Roja,Red Flag,0,,,,1,1-80,778,,,0,,,0,,0,,,0,,,0,,,0,,,Venezuela,101,5
1603,Military faction (forces of Hugo Chávez) ,Military faction (forces of Hugo Chávez) ,,Military faction (forces of Hugo Chávez) ,0,,,,1,1-80,475,,,0,,,0,,0,,,0,,,0,,,0,,,Venezuela,101,5
1604,FARC,Southern Bloc,Fuerzas armadas revolucionarias colombianas,Revolutionary Armed Forces of Colombia,1,FARC,Fuerzas armadas revolucionarias colombianas,Revolutionary Armed Forces of Colombia,1,1-92,237,,1604,0,,2-23,0,,0,,,0,,,0,,,0,,,Colombia,100,5
1605,ELN,ELN,Ejército de Liberación Nacional,National Liberation Army,0,,,,1,1-92,342,,1605,0,,2-177,0,,0,,,0,,,0,,,0,,,Colombia,100,5
1606,M-19,M-19,Movimiento 19 de Abril,19 April Movement,0,,,,1,1-92,495,,,0,,,0,,0,,,0,,,0,,,0,,,Colombia,100,5
1607,EPL,EPL,Ejército popular de liberación,People’s Liberation Army,0,,,,1,1-92,343,,,0,,,0,,0,,,0,,,0,,,0,,,Colombia,100,5
1608,Military faction (constitutionalists),Military faction (constitutionalists),,Military faction (constitutionalists),0,,,,1,1-93,493,,,0,,,0,,0,,,0,,,0,,,0,,,Dominican Republic,42,5
1609,ELN,ELN,Ejército de la liberación nacional,National Liberation Army,0,,,,1,1-95,500,,,0,,,0,,0,,,0,,,0,,,0,,,Peru,135,5
1610,MIR,MIR,Movimiento de la izquierda revolucionaria,Movement of the Revolutionary Left,0,,,,1,1-95,499,,,0,,,0,,0,,,0,,,0,,,0,,,Peru,135,5
1611,Sendero Luminoso,Sendero Luminoso,Sendero Luminoso,Shining Path,0,,,,1,1-95,235,,1611,0,,,0,,0,,,0,,,0,,,0,,,Peru,135,5
1612,MRTA,MRTA,Movimiento revolucionario Tupac Amaru ,Tupac Amaru Revolutionary Movement,0,,,,1,1-95,319,,,0,,,0,,0,,,0,,,0,,,0,,,Peru,135,5
1613,Military faction (forces of Benjamin Mejia),Military faction (forces of Benjamin Mejia),,Military faction (forces of Benjamin Mejia),0,,,,1,1-120,514,,,0,,,0,,0,,,0,,,0,,,0,,,El Salvador,92,5
1614,ERP,ERP,Ejército revolucionario del pueblo,People’s Revolutionary Army,0,,,,1,1-120,510,,,0,,,0,,0,,,0,,,1,FMLN,1616,0,,,El Salvador,92,5
1615,FPL,FPL,Fuerzas populares de liberación farabundo Marti,Farabundo Marti Popular Liberation Forces,0,,,,1,1-120,508,,,0,,,0,,0,,,0,,,1,FMLN,1616,0,,,El Salvador,92,5
1616,FMLN,FMLN,Frente farabundo Marti para la liberación nacional,Farabundo Marti Front for National Liberation,0,,,,1,1-120,225,,,0,,,0,,0,,,0,,,0,,,0,,,El Salvador,92,5
1617,MLN/Tupamaros,MLN/Tupamaros,Movimiento de liberación nacional/Tupamaros,Movement of National Liberation/Tupamaros,0,,,,1,1-123,491,,,0,,,0,,0,,,0,,,0,,,0,,,Uruguay,165,5
1618,"Military faction (forces of Augusto Pinochet, Toribio Merino and Leigh Guzman) ","Military faction (forces of Augusto Pinochet, Toribio Merino and Leigh Guzman) ",,"Military faction (forces of Augusto Pinochet, Toribio Merino and Leigh Guzman) ",0,,,,1,1-125,490,,,0,,,0,,0,,,0,,,0,,,0,,,Chile,155,5
1619,FSLN,FSLN,Frente Sandinista de liberación nacional,Sandinista National Liberation Front,0,,,,1,1-140,567,,,0,,,0,,0,,,0,,,0,,,0,,,Nicaragua,93,5
1620,Contras/FDN,Contras/FDN,Contras/Fuerzas democráticas nicaraguenses,Contras/Nicaraguan Democratic Forces,0,,,,1,1-140,231,,,0,,,0,,0,,,0,,,0,,,0,,,Nicaragua,93,5
1621,SLA,SLA,,Surinamese Liberation Army,0,,,,1,1-162,559,,,0,,,0,,0,,,0,,,0,,,0,,,Surinam,115,5
1622,Military faction (forces of Moisés Giroldi) ,Military faction (forces of Moisés Giroldi) ,,Military faction (forces of Moisés Giroldi) ,0,,,,1,1-172,461,,,0,,,0,,0,,,0,,,0,,,0,,,Panama,95,5
1623,Jamaat al-Muslimeen,Jamaat al-Muslimeen,Jamaat al-Muslimeen,Muslim Society,0,,,,1,1-183,219,,,0,,,0,,0,,,0,,,0,,,0,,,Trinidad and Tobago,52,5
1624,Military faction (forces of Himmler Rebu and Guy Francois) ,Military faction (forces of Himmler Rebu and Guy Francois) ,,Military faction (forces of Himmler Rebu and Guy Francois) ,0,,,,1,1-186,244,,,0,,,0,,0,,,0,,,0,,,0,,,Haiti,41,5
1625,Military faction (forces of Raol Cédras) ,Military faction (forces of Raol Cédras) ,,Military faction (forces of Raol Cédras) ,0,,,,1,1-186,251,,,0,,,0,,0,,,0,,,0,,,0,,,Haiti,41,5
1626,FLRN,FLRN,Front pour la Liberación et la Reconstruction Nationales,National Front for the Liberation of Haiti,0,,,,1,1-186,440,,,0,,,0,,0,,,0,,,0,,,0,,,Haiti,41,5
1627,OP Lavalas (Chimères) ,OP Lavalas (Chimères) ,OP Lavalas (Chimères) ,,0,,,,1,1-186,441,,,0,,,0,,0,,,0,,,0,,,0,,,Haiti,41,5
1628,EZLN,EZLN,Ejército Zapatista de liberación nacional,Zapatista National Liberation Army,0,,,,1,1-205,230,,,0,,,0,,0,,,0,,,0,,,0,,,Mexico,70,5
1629,EPR,EPR,Ejercito Popular Revolucionario,Popular Revolutionary Army,0,,,,1,1-205,299,,,0,,,0,,0,,,0,,,0,,,0,,,Mexico,70,5
1630,al-Qaida ,al-Qaida ,al-Qaida ,The Base,0,,,,1,1-224,360,,1630,0,,,0,,0,,,0,,,0,,,0,,,"United States of America, United Kingdom, Saudi Arabia","2, 670, 200","1, 2, 5"
1631,ACCU,ACCU,Autodefensas Campesinas de Córdoba y Urabá,Peasant Self-Defense Groups of Córdoba and Urabá,0,,,,1,,,,1631,0,,,0,,0,,,0,,,1,AUC,1632,0,,,Colombia,100,5
1632,AUC,AUC,Autodefensas Unidas de Colombia,United Self-Defence forces of Colombia,0,,,,1,,,,1632,0,,"2-177, 2-23",0,,0,,,0,,,0,,,0,,,Colombia,100,5
1633,Comando Vermelho,Comando Vermelho,Comando Vermelho,Red Command,0,,,,1,,,,,0,,"2-39, 2-12635, 2-12693",0,,0,,,0,,,0,,,0,,,Brazil,140,5
1634,Huaorani,Huaorani,Huaorani,Huaorani,0,,,,3,,,,,0,,2-84,0,,0,,,0,,,0,,,0,,,Ecuador,130,5
1635,Medellín Cartel,Medellín Cartel,Cartel de Medellín,Medellín Cartel,0,,,,1,,,,1635,0,,"2-179, 2-178",0,,0,,,0,,,0,,,0,,,Colombia,100,5
1636,Sinaloa Cartel,Sinaloa Cartel,Cártel de Sinaloa,Sinaloa Cartel,0,,,,1,,,,,0,,"2-142, 2-96, 2-417, 2-12718, 2-11663",0,,0,,,0,,,0,,,0,,,"Mexico, Guatemala, Honduras","70, 90, 91",5
1637,Mara 18 (Guatemala),Mara 18 (Guatemala),Mara 18 (Guatemala),,0,,,,1,,,,,0,,2-113,0,,0,,,0,,,0,,,0,,,Guatemala,90,5
1638,Mara Salvatrucha (Guatemala),Mara Salvatrucha (Guatemala),Mara Salvatrucha (Guatemala),,0,,,,1,,,,,0,,2-113,0,,0,,,0,,,0,,,0,,,Guatemala,90,5
1639,Mara Salvatrucha (Honduras),Mara Salvatrucha (Honduras),Mara Salvatrucha (Honduras),,0,,,,1,,,,1639,0,,2-422,0,,0,,,0,,,0,,,0,,,Honduras,91,5
1640,Paz y Justicia,Paz y Justicia,Paz y Justicia,Peace and Justice,0,,,,1,,,,1640,0,,,0,,0,,,0,,,0,,,0,,,Mexico,70,5
1641,Tagaeri ,Tagaeri ,Tagaeri ,Tagaeri ,0,,,,3,,,,,0,,2-84,0,,0,,,0,,,0,,,0,,,Ecuador,130,5
1642,Terceiro Comando,Terceiro Comando,Terceiro Comando,Third Command,0,,,,1,,,,,0,,2-39,0,,0,,,0,,,0,,,0,,,Brazil,140,5
1643,Gulf Cartel,Gulf Cartel,Cártel del Golfo,Gulf Cartel,0,,,,1,,,,,0,,"2-142, 2-414",0,,0,,,0,,,0,,,0,,,"Mexico, Guatemala, Honduras","70, 90, 91",5
1644,1920 Revolution Brigades,1920 Revolution Brigades,,1920 Revolution Brigades,0,,,,1,,,,,0,,2-1,0,,0,,,0,,,0,,,0,,,Iraq,645,2
1645,MJF,MJF,Madhesi Jana Adhikar Forum,Madhesi People's Rights Forum,0,,,,1,,,,,0,,2-40,0,,0,,,0,,,0,,,0,,,Nepal,790,3
1646,DKBA,DKBA,Democratic Karen Buddhist Army,Democratic Karen Buddhist Army,0,,,,1,,,,,0,,2-53,0,,1,KNU,1021,0,,,0,,,0,,,"Myanmar (Burma), Thailand","775, 800",3
1647,Palipehutu-FNL - LP,Palipehutu-FNL - LP,Parti pour la libération du peuple Hutu-Forces nationales de libération - Lovers of Peace Faction,Party for the Liberation of the Hutu People-Forces for National Liberation - Lovers of Peace faction,0,,,,1,,,,,0,,2-130,0,,1,Palipehutu-FNL,1278,0,,,0,,,0,,,Burundi,516,4
1648,Lashkhar of Wazir tribe,Lashkhar of Wazir tribe,Lashkhar of Wazir tribe,Army of Wazir tribe,0,,,,1,,,,,0,,2-87,0,,0,,,0,,,0,,,0,,,Pakistan,770,3
1649,JVA faction,JVA faction,,Jubba Valley Alliance faction,0,,,,1,,,,,0,,2-97,0,,1,JVA,1490,0,,,0,,,1,JVA,1490,Somalia,520,4
1650,RCD-K-ML ,RCD-K-ML ,Rassemblement Congolais pour la Démocratie-Kisangani-Mouvement de libération,Congolese Rally for Democracy-Kisangani-Liberation Movement,0,,,,1,,,,1650,1,"549002, 549004","2-399, 2-138, 2-190, 2-137",0,,1,RCD-ML ,1271,0,,,0,,,0,,,DR Congo (Zaire),490,4
1651,Bangesh,Bangesh,Bangesh,Bangesh,0,,,,3,,,,,0,,"2-26, 2-421",0,,0,,,0,,,0,,,0,,,Pakistan,770,3
1652,Turi,Turi,Turi,Turi,0,,,,3,,,,,0,,"2-26, 2-112",0,,0,,,0,,,0,,,0,,,Pakistan,770,3
1653,Forces of Shah Sahib,Forces of Shah Sahib,,Forces of Shah Sahib,0,,,,1,,,,,0,,2-90,0,,0,,,0,,,0,,,0,,,Pakistan,770,3
1654,Juarez Cartel,Juarez Cartel,Cártel de Juárez,Juarez Cartel,0,,,,1,,,,,0,,2-96,0,,0,,,0,,,0,,,0,,,Mexico,70,5
1655,Kachai sub-tribe of Bangesh,Kachai sub-tribe of Bangesh,,Kachai sub-tribe of Bangesh,0,,,,3,,,,,0,,2-99,0,,0,,,0,,,0,,,0,,,Pakistan,770,3
1656,Mishti,Mishti,Mishti,Mishti,0,,,,3,,,,,0,,2-99,0,,0,,,0,,,0,,,0,,,Pakistan,770,3
1657,Lashkar of Salarzai tribe,Lashkar of Salarzai tribe,Lashkar of Salarzai tribe,Army of Salarzai tribe,0,,,,1,,,,,0,,2-104,0,,0,,,0,,,0,,,0,,,Pakistan,770,3
1658,Mangal,Mangal,Mangal,Mangal,0,,,,3,,,,,0,,"2-421, 2-112",0,,0,,,0,,,0,,,0,,,Pakistan,770,3
1659,NSCN-U,NSCN-U,,National Socialist Council of Nagaland - Unification,0,,,,1,,,,,0,,2-125,0,,1,NSCN-IM,1065,0,,,0,,,0,,,India,750,3
1660,Tijuana Cartel,Tijuana Cartel,Cártel de Tijuana,Tijuana Cartel,0,,,,1,,,,,0,,2-149,0,,0,,,0,,,0,,,0,,,Mexico,70,5
1661,Tijuana Cartel - El Teo faction,Tijuana Cartel - El Teo faction,Cártel de Tijuana - El Teo faction,Tijuana Cartel - El Teo faction,0,,,,1,,,,,0,,2-149,0,,1,Tijuana Cartel,1660,0,,,0,,,0,,,Mexico,70,5
1662,Hizb-i Wahdat - Akbari faction,Hizb-i Wahdat - Akbari faction,Hizb-i Wahdat - Akbari faction,Unity Party - Akbari faction,0,,,,1,,,,,0,,2-155,0,,1,Hizb-i Wahdat,1142,0,,,0,,,0,,,Afghanistan,700,3
1663,Jamiat-ul-Dawa,Jamiat-ul-Dawa,Jamiat-ul-Dawa,Society of the Calling,0,,,,1,,,,,0,,2-157,0,,0,,,0,,,0,,,0,,,Afghanistan,700,3
1664,Shura-yi Nazar-i Shomali,Shura-yi Nazar-i Shomali,Shura-yi Nazar-i Shomali,Supervisory Council of the North,0,,,,1,,,,,0,,2-163,0,,0,,,1,Jam'iyyat-i Islami-yi Afghanistan,1134,0,,,0,,,Afghanistan,700,3
1665,BCP,BCP,,Biplobi Communist Party,0,,,,1,,,,,0,,2-168,0,,0,,,0,,,0,,,0,,,Bangladesh,771,3
1666,PBCP,PBCP,Purbo Banglar Communist Party,East Bengal Communist Party,0,,,,1,1-275,838,,,0,,2-168,0,,0,,,0,,,0,,,0,,,Bangladesh,771,3
1667,Qaqachaca,Qaqachaca,Qaqachaca,Qaqachaca,0,,,,3,,,,,0,,2-169,0,,0,,,0,,,0,,,0,,,Bolivia,145,5
1668,Laime,Laime,Laime,Laime,0,,,,3,,,,,0,,2-169,0,,0,,,0,,,0,,,0,,,Bolivia,145,5
1669,Hells Angels,Hells Angels,,Hells Angels,0,,,,1,,,,,0,,2-174,0,,0,,,0,,,0,,,0,,,"Canada, Mexico","20, 70",5
1670,Rock Machine,Rock Machine,,Rock Machine,0,,,,1,,,,,0,,2-174,0,,0,,,0,,,0,,,0,,,"Canada, Mexico","20, 70",5
1671,Cali Cartel,Cali Cartel,Cártel de Cali,Cali Cartel,0,,,,1,,,,,0,,2-178,0,,0,,,0,,,0,,,0,,,Colombia,100,5
1672,PEPES,PEPES,Perseguidos por Pablo Escobar,People Persecuted By Pablo Escobar,0,,,,1,,,,,0,,2-179,0,,0,,,0,,,0,,,0,,,Colombia,100,5
1673,Forest Brothers,Forest Brothers,tq'is dz'mebi,Forest Brothers,0,,,,1,,,,,0,,2-203,1,537201,0,,,0,,,0,,,0,,,Georgia,372,1
1674,White Legion,White Legion,t'et'ri legioni,White Legion,0,,,,1,,,,,0,,"2-203, 2-204",1,537201,0,,,0,,,0,,,0,,,Georgia,372,1
1675,Bodo,Bodo,Bodo,Bodo,0,,,,3,,,,,0,,"2-210, 2-503, 2-11286",0,,0,,,0,,,0,,,0,,,India,750,3
1676,Santhal,Santhal,Santhal,Santhal,0,,,,3,,,,,0,,2-210,0,,0,,,0,,,0,,,0,,,India,750,3
1677,HuM,HuM,Hezb-ul-Mujahideen,Party of Holy Warriors,0,,,,1,,,,,0,,2-212,0,,0,,,0,,,0,,,0,,,India,750,3
1678,JKLF,JKLF,,Jammu and Kashmir Liberation Front,0,,,,1,,,,,0,,2-212,0,,0,,,0,,,0,,,0,,,India,750,3
1679,Naga,Naga,Naga,Naga,0,,,,3,,,,,0,,2-213,0,,0,,,0,,,0,,,0,,,India,750,3
1680,Dayak,Dayak,Dayak,Dayak,0,,,,3,,,,,0,,"2-214, 2-410",1,585002,0,,,0,,,0,,,0,,,Indonesia,850,3
1681,Madurese,Madurese,Madurese,Madurese,0,,,,3,,,,,0,,"2-214, 2-410",0,,0,,,0,,,0,,,0,,,Indonesia,850,3
1682,Dereiat,Dereiat,Dereiat,Dereiat,0,,,,3,,,,,0,,2-215,0,,0,,,0,,,0,,,0,,,Iraq,645,2
1683,al-Shaman,al-Shaman,al-Shaman,al-Shaman,0,,,,3,,,,,0,,2-215,0,,0,,,0,,,0,,,0,,,Iraq,645,2
1684,IMK,IMK,Bizutnawai Islami le Kurdistan,Islamic Movement of Kurdistan,0,,,,1,,,,,0,,2-216,0,,0,,,0,,,0,,,0,,,Iraq,645,2
1685,Supporters of JLP,Supporters of JLP,,Supporters of Jamaica Labour Party,0,,,,2,,,,,0,,2-219,0,,0,,,0,,,0,,,0,,,Jamaica,51,5
1686,Supporters of PNP,Supporters of PNP,,Supporters of People's National Party,0,,,,2,,,,,0,,2-219,0,,0,,,0,,,0,,,0,,,Jamaica,51,5
1687,Fatah Revolutionary Council,Fatah Revolutionary Council,Fatah al-Majlis al-Thawri ,Fatah Revolutionary Council,0,,,,1,,,,,0,,2-235,0,,1,Fatah,1049,0,,,0,,,0,,,Lebanon,660,2
1688,SLA,SLA,Jaysh Lubnān al-Janūbi,South Lebanon Army,0,,,,1,,,,,0,,2-236,0,,0,,,0,,,0,,,0,,,Lebanon,660,2
1689,Garcia clan,Garcia clan,,Garcia clan,0,,,,3,,,,,0,,2-245,0,,0,,,0,,,0,,,0,,,Mexico,70,5
1690,Pena Rojas clan,Pena Rojas clan,,Pena Rojas clan,0,,,,3,,,,,0,,2-245,0,,0,,,0,,,0,,,0,,,Mexico,70,5
1691,MDA,MDA,,Mongko Defence Army,0,,,,1,,,,,0,,2-247,0,,0,,,0,,,0,,,0,,,Myanmar (Burma),775,3
1692,MDA - LM,MDA - LM,,Mongko Defence Army - Lin Min faction,0,,,,1,,,,,0,,2-247,0,,1,MDA,1691,0,,,0,,,0,,,Myanmar (Burma),775,3
1693,MQM-H,MQM-H,Mohajir Qaumi Mahaz-Haqiqi,Mohajir National Movement-Authentic,0,,,,1,,,,,0,,2-269,0,,1,MQM,1197,0,,,0,,,0,,,Pakistan,770,3
1696,Wagia subclan of Takima,Wagia subclan of Takima,Wagia subclan of Takima,Wagia subclan of Takima,0,,,,3,,,,,0,,2-271,0,,0,,,0,,,0,,,0,,,Papua New Guinea,910,3
1697,Wayai subclan of Takima,Wayai subclan of Takima,Wayai subclan of Takima,Wayai subclan of Takima,0,,,,3,,,,,0,,2-271,0,,0,,,0,,,0,,,0,,,Papua New Guinea,910,3
1698,Wogia-Tunjup,Wogia-Tunjup,Wogia-Tunjup,Wogia-Tunjup,0,,,,3,,,,,0,,2-272,0,,0,,,0,,,0,,,0,,,Papua New Guinea,910,3
1699,Unjamap,Unjamap,Unjamap,Unjamap,0,,,,3,,,,,0,,2-272,0,,0,,,0,,,0,,,0,,,Papua New Guinea,910,3
1700,Hadji Faizal Abdulkarim clan,Hadji Faizal Abdulkarim clan,,Hadji Faizal Abdulkarim clan,0,,,,3,,,,,0,,2-273,0,,0,,,0,,,0,,,0,,,Philippines,840,3
1701,Hadji Masir Ahalul clan,Hadji Masir Ahalul clan,,Hadji Masir Ahalul clan,0,,,,3,,,,,0,,2-273,0,,0,,,0,,,0,,,0,,,Philippines,840,3
1702,Azeri,Azeri,Azeri,Azeri,0,,,,3,,,,,0,,2-274,0,,0,,,0,,,0,,,0,,,Russia (Soviet Union),365,1
1703,Armenian,Armenian,Armenian,Armenian,0,,,,3,,,,,0,,2-274,0,,0,,,0,,,0,,,0,,,Russia (Soviet Union),365,1
1704,Forces of Ruslan Labazanov,Forces of Ruslan Labazanov,,Forces of Ruslan Labazanov,0,,,,1,,,,,0,,2-275,0,,0,,,0,,,0,,,1,Provisional Council of the Chechen Republic,1705,Russia (Soviet Union),365,1
1705,Provisional Council of the Chechen Republic,Provisional Council of the Chechen Republic,,Provisional Council of the Chechen Republic,0,,,,1,,,,,0,,2-276,0,,0,,,0,,,0,,,0,,,Russia (Soviet Union),365,1
1706,Republic of Georgia,Republic of Georgia,Sakartvelo,Republic of Georgia,0,,,,1,,,,,0,,2-278,0,,0,,,0,,,0,,,0,,,Russia (Soviet Union),365,1
1708,PLOTE,PLOTE,,People's Liberation Organisation of Tamil Eelam,0,,,,1,,,,,0,,2-319,0,,1,LTTE,1163,0,,,0,,,0,,,Sri Lanka,780,3
1710,Republic of Bosnia-Herzegovina,Republic of Bosnia-Herzegovina,Republika Bosna i Hercegovina,Republic of Bosnia-Herzegovina,0,,,,1,,,,,0,,2-343,0,,0,,,0,,,0,,,0,,,Serbia (Yugoslavia),345,1
1711,"SAO Eastern Slavonia, Baranja and Western Symria","SAO Eastern Slavonia, Baranja and Western Symria","Srpska autonomna oblast Slavonija, Baranja i Zapadni Srem","Serbian Autonomous Oblast of Eastern Slavonia, Baranja and Western Symria",0,,,,1,,,,,0,,2-344,0,,0,,,0,,,1,Serbian Republic of Krajina,1183,0,,,Serbia (Yugoslavia),345,1
1712,SAO Krajina,SAO Krajina,Srpska autonomna oblast Krajina,Serbian Autonomous Oblast of Krajina,0,,,,1,,,,,0,,2-345,0,,0,,,0,,,1,Serbian Republic of Krajina,1183,0,,,Serbia (Yugoslavia),345,1
1713,Forces of Jing Caludtiag,Forces of Jing Caludtiag,,Forces of Jing Caludtiag,0,,,,1,,,,,0,,2-347,0,,0,,,0,,,0,,,0,,,Philippines,840,3
1714,Forces of Randy Karon,Forces of Randy Karon,,Forces of Randy Karon,0,,,,1,,,,,0,,2-347,0,,0,,,0,,,0,,,0,,,Philippines,840,3
1715,Supporters of Jean-Bertrand Aristide,Supporters of Jean-Bertrand Aristide,,Supporters of Jean-Bertrand Aristide,0,,,,2,,,,,0,,2-376,0,,0,,,0,,,0,,,0,,,Haiti,41,5
1716,Supporters of Roger Lafontant,Supporters of Roger Lafontant,,Supporters of Roger Lafontant,0,,,,2,,,,,0,,2-376,0,,0,,,0,,,0,,,0,,,Haiti,41,5
1717,Meskhetian Turk,Meskhetian Turk,Meskhetian Turk,Meskhetian Turk,0,,,,3,,,,,0,,2-377,0,,0,,,0,,,0,,,0,,,Russia (Soviet Union),365,1
